Trial:          7
Mean RMSE:      104.1793 µM
RMSE DA:        31.9449 µM
RMSE AA:        123.8083 µM
RMSE UA:        156.7847 µM
Selected tests: ca
N features:     4
Train conds:    [1, 2, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 21, 22, 23, 24]
Test conds:     [3, 5, 11, 14, 20]
Epoch floor:    100000
Actual epochs:  362800 (extended)
Patience:       100 val-checks

Features:
  ca_I0
  ca_cott_slope
  ca_Q_late
  ca_Q_late_early

Predictions vs targets (test set):
Sample  DA_true     DA_pred     AA_true     AA_pred     UA_true     UA_pred     
--------------------------------------------------------------------------------
1       5.0         13.2        200.0       319.5       400.0       319.7       
2       5.0         13.6        200.0       182.0       400.0       182.6       
3       5.0         5.1         200.0       209.4       400.0       235.3       
4       10.0        19.7        0.0         121.3       200.0       139.2       
5       10.0        22.3        0.0         112.5       200.0       148.6       
6       10.0        21.6        0.0         104.8       200.0       148.0       
7       20.0        72.4        200.0       197.8       0.0         123.6       
8       20.0        60.6        200.0       159.7       0.0         131.5       
9       20.0        61.3        200.0       255.5       0.0         189.8       
10      50.0        55.6        100.0       165.4       400.0       105.4       
11      50.0        45.9        100.0       150.2       400.0       131.5       
12      50.0        37.2        100.0       233.0       400.0       199.8       
13      100.0       59.3        400.0       207.8       100.0       167.6       
14      100.0       45.9        400.0       137.0       100.0       125.9       
15      100.0       37.8        400.0       196.0       100.0       177.8       
